,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
11533,568037876761546753,positive,0.6983,,0.0,US Airways,,RealcornerboyT,,0,still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight,,2015-02-18 05:22:38 -0800,Any Martin Luther St.,
11544,568029682626650112,positive,1.0,,,US Airways,,BobMargolis,,0,You all work hard at making sure things flow smoothly. Keeping positive.,,2015-02-18 04:50:04 -0800,On a mountain in Eastern PA,Eastern Time (US & Canada)
11545,568029222574407680,positive,1.0,,,US Airways,,RealcornerboyT,,0,we are boarding now but have yet to depart.  Thanks for the response.,,2015-02-18 04:48:14 -0800,Any Martin Luther St.,
11546,568027698452426752,positive,0.6688,,0.0,US Airways,,FlashGilbert,,0,I totally understand the weather. Just frustrated. Thanks!,,2015-02-18 04:42:11 -0800,"washington, dc",
11551,568018287302447104,positive,1.0,,,US Airways,,atHomeinProv,,0,Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled,,2015-02-18 04:04:47 -0800,"Providence, Rhode Island",Eastern Time (US & Canada)
11553,568015003883859969,positive,1.0,,,US Airways,,Logunov_Daniil,,0,YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,,2015-02-18 03:51:44 -0800,"Russia, Россия",Abu Dhabi
11561,568003851145461760,positive,1.0,,,US Airways,,SVLLINDIA,,0,provides you the best logistics experience for people all over India.,,2015-02-18 03:07:25 -0800,Mumbai,
11595,567898269961101313,positive,1.0,,,US Airways,,Logunov_Daniil,,0,YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,,2015-02-17 20:07:53 -0800,"Russia, Россия",Abu Dhabi
11598,567897182545686528,positive,1.0,,,US Airways,,lbrc133,,0,Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,,2015-02-17 20:03:33 -0800,Massachusetts,Eastern Time (US & Canada)
11601,567894427244589056,positive,1.0,,,US Airways,,Kevinly17,,0,Dude named Shaquille at the desk in Charlotte was incredibly professional and helpful vs. some crazy angry people tonight,,2015-02-17 19:52:37 -0800,,
11603,567892300551991296,positive,1.0,,,US Airways,,cindycapo,,0,"Awesome USAir, TYSVM <3",,2015-02-17 19:44:10 -0800,"IL,USA",Central America
11604,567889710129029121,positive,1.0,,,US Airways,,husainhaqqani,,0,Thank you!,,2015-02-17 19:33:52 -0800,"Washington, DC",Eastern Time (US & Canada)
11605,567889613714522113,positive,1.0,,,US Airways,,PsuOhiofarmgirl,,0,that would be lovely! You have great people working in your organization.,,2015-02-17 19:33:29 -0800,,
11610,567881730490646528,positive,1.0,,,US Airways,,cindycapo,,0,"TYVM USAir, Happy Night@ <3",,2015-02-17 19:02:09 -0800,"IL,USA",Central America
11611,567881096647569408,positive,0.6772,,0.0,US Airways,,wcpojesse,,0,thanks! It's hectic for everyone but their actions don't represent the company well IMO,,2015-02-17 18:59:38 -0800,Cincinnati,
11616,567874275388043264,positive,1.0,,,US Airways,,PsuOhiofarmgirl,,0,glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.,,2015-02-17 18:32:32 -0800,,
11620,567867498126770176,positive,1.0,,,US Airways,,Corybranan,,0,Will do. I appreciate the response.,,2015-02-17 18:05:36 -0800,"Nashville, Tennessee",Central Time (US & Canada)
11628,567862814578061312,positive,1.0,,,US Airways,,Rencelas,,0,Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,,2015-02-17 17:47:00 -0800,"Salisbury, MD",Central Time (US & Canada)
11644,567854566122864640,positive,1.0,,,US Airways,,KristinKlutz,,0,thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!,,2015-02-17 17:14:13 -0800,,
11663,567842366473834498,positive,1.0,,,US Airways,,PsuOhiofarmgirl,,0,thank you! Glad to be heading home! Great people at your call center!,,2015-02-17 16:25:44 -0800,,
11664,567841818357964800,positive,0.6584,,0.0,US Airways,,suzanneboles,,0,"thx 4 replying. After trying 2 get thru many times, & v-mail or people hanging up on, us we talked 2 tech...cont'd",,2015-02-17 16:23:34 -0800,"London, ON'",Eastern Time (US & Canada)
11666,567840122454052864,positive,0.6854,,,US Airways,,wickenstein,,0,HA!  You're fun.,,2015-02-17 16:16:49 -0800,"Charleston, SC",Eastern Time (US & Canada)
11669,567834021293596672,positive,1.0,,,US Airways,,GGoodie56,,0,flying high thanks!,,2015-02-17 15:52:35 -0800,Wading River,
11673,567832153670705152,positive,0.6742,,0.0,US Airways,,michael_lepp,,0,Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,"[27.96879606, -82.55192621]",2015-02-17 15:45:09 -0800,"Charlotte, North Carolina",Quito
11676,567829906861793280,positive,0.66,,,US Airways,,AminESPN,,0,thanks,,2015-02-17 15:36:14 -0800,SportsCenter,Arizona
11685,567819606904295424,positive,1.0,,,US Airways,,kbutsunturn,,0,"with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",,2015-02-17 14:55:18 -0800,"Raleigh, NC",
11691,567812687893262336,positive,0.6404,,,US Airways,,TGRunningLady,,0,"Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &  for help getting me back to IAH.",,2015-02-17 14:27:48 -0800,,
11696,567810259675537408,positive,1.0,,,US Airways,,DCSas,,0,Flight # 604. Thanks.,,2015-02-17 14:18:09 -0800,"ÜT: 38.907675,-76.944183",Eastern Time (US & Canada)
11702,567805465854488579,positive,1.0,,,US Airways,,Logunov_Daniil,,0,"YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",,2015-02-17 13:59:07 -0800,"Russia, Россия",Abu Dhabi
11705,567804700951855104,positive,1.0,,,US Airways,,WBGreen,,0,Thank you. And thanks for being so accommodating.,,2015-02-17 13:56:04 -0800,"Portland, ME",Quito
11706,567803627714138112,positive,1.0,,,US Airways,,Logunov_Daniil,,0,YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏,,2015-02-17 13:51:48 -0800,"Russia, Россия",Abu Dhabi
11711,567802781877407744,positive,1.0,,,US Airways,,bradlerner,,0,thanks!,,2015-02-17 13:48:27 -0800,Virginia Beach,
11714,567802378041450496,positive,1.0,,,US Airways,,Logunov_Daniil,,0,YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,,2015-02-17 13:46:50 -0800,"Russia, Россия",Abu Dhabi
11720,567800210064420864,positive,1.0,,,US Airways,,Logunov_Daniil,,0,YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),,2015-02-17 13:38:13 -0800,"Russia, Россия",Abu Dhabi
11727,567793072060276736,positive,0.6913,,0.0,US Airways,,Brandy_Fisher,,0,Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.,,2015-02-17 13:09:52 -0800,Miss California United States,Eastern Time (US & Canada)
11735,567788578026311680,positive,1.0,,,US Airways,,Lucifer_20,,0,that's why u guys are my  choice.,,2015-02-17 12:52:00 -0800,,Eastern Time (US & Canada)
11736,567788199175786496,positive,0.6637,,0.0,US Airways,,NaomiSheltonDC,,0,thanks. 😒,,2015-02-17 12:50:30 -0800,,Eastern Time (US & Canada)
11739,567786151370629121,positive,0.6762,,,US Airways,,zachupton,,0,how about a drink voucher for the next flight??,,2015-02-17 12:42:22 -0800,Beavercreek Ohio,
11740,567784773780013057,positive,0.6507,,,US Airways,,Champa24,,0,nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,,2015-02-17 12:36:53 -0800,,
11749,567780624531222528,positive,0.3678,,0.0,US Airways,,DAngel082,,0,"after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",,2015-02-17 12:20:24 -0800,New York,
11751,567778512548167680,positive,0.6714,,0.0,US Airways,,mdejock,,0,thanks Travis at PHL A East checkin for knowing baggage policies. Skis & boots count as 1. Teach your mgr who didn't know,,2015-02-17 12:12:00 -0800,,
11758,567777100112101376,positive,1.0,,,US Airways,,davidniu7,,0,right on. Up. Up & away ✈️🌞,,2015-02-17 12:06:24 -0800,"Philadelphia, PA",Quito
11777,567763837055954944,positive,0.6858,,0.0,US Airways,,erickofiejones,,0,Thank you so much its been a very stressful day,,2015-02-17 11:13:41 -0800,,Eastern Time (US & Canada)
11784,567761144190746625,positive,1.0,,,US Airways,,TreyWheelerCEO,,0,Absolutely!! The staff was amazing!!,"[36.08576903, -115.14953095]",2015-02-17 11:02:59 -0800,"Lima, OH",Eastern Time (US & Canada)
11786,567760474553348096,positive,1.0,,,US Airways,,htmella,,0,Haha - that will indeed be a great day!,,2015-02-17 11:00:20 -0800,"Washington, DC",Quito
11791,567757897841385473,positive,0.6291,,0.0,US Airways,,KristinKlutz,,0,thank you! I tried that and they said they didn't have it. Anywhere else to try?,,2015-02-17 10:50:05 -0800,,
11795,567755891714174976,positive,1.0,,,US Airways,,themadhacker13,,0,customer service at its finest,,2015-02-17 10:42:07 -0800,East Coast,Eastern Time (US & Canada)
11799,567754056924672000,positive,1.0,,,US Airways,,lauras_music,,0,Fabulous - thank you so much! Looking forward to taking to the skies with you! :),,2015-02-17 10:34:50 -0800,Ohio,Eastern Time (US & Canada)
11805,567751025890709504,positive,0.6727,,0.0,US Airways,,TreyWheelerCEO,,0,— I had exceptional service on flight  from IND to PHX!!,"[36.08584875, -115.14968355]",2015-02-17 10:22:47 -0800,"Lima, OH",Eastern Time (US & Canada)
11818,567737598115082241,positive,0.679,,,US Airways,,mnardini1,,0,keeping safety top of mind in CLT.,,2015-02-17 09:29:26 -0800,DC,Eastern Time (US & Canada)
11839,567730323988172800,positive,0.6718,,,US Airways,,ShiningLghtPE,,0,will do. Hoping for a voucher for a future flight,,2015-02-17 09:00:31 -0800,"Pittsburgh, Pa",Eastern Time (US & Canada)
11845,567729241312489472,positive,0.6939,,,US Airways,,imayfan,,0,thanks,,2015-02-17 08:56:13 -0800,,Eastern Time (US & Canada)
11856,567727479633477632,positive,1.0,,,US Airways,,northerninsgr,,0,please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,,2015-02-17 08:49:13 -0800,Maine,
11857,567727159096385536,positive,0.6729,,,US Airways,,DAngel082,,0,thanks I hope I get to my destination,,2015-02-17 08:47:57 -0800,New York,
11862,567725387904720896,positive,0.6664,,,US Airways,,Forsyth_Factor,,0,"thanks for the reply, hoping everything is cleared up in Charlotte by Monday",,2015-02-17 08:40:54 -0800,Anderson,Indiana (East)
11886,570307312675651585,positive,0.6604,,,American,,bharris77,,0,"Believe me, I understand. Flight  Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",,2015-02-24 11:40:33 -0800,"Frisco, Texas",Central Time (US & Canada)
11895,570305264613765122,positive,1.0,,,American,,jamucsb,,0,thank you!,,2015-02-24 11:32:25 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
11903,570302358242115584,positive,0.7047,,,American,,JohnMHaaland,,0,thanks,,2015-02-24 11:20:52 -0800,New York Tri-State,Eastern Time (US & Canada)
11909,570300355843661824,positive,0.6712,,,American,,dcathomedad,,0,I might look into that. My wife travels much more than I do. Could we both use the membership?,,2015-02-24 11:12:55 -0800,DC to STL ,
11912,570299824760860672,positive,0.6666,,,American,,COVRTER,,0,"Great, thanks. Followed.","[37.78618135, -122.45742542]",2015-02-24 11:10:48 -0800,"SF, CA",Central Time (US & Canada)
11913,570299252141903873,positive,1.0,,,American,,Mtts28,,0,This is exactly why ill be flying AA from  to Dallas! Only airline I trust!,,2015-02-24 11:08:32 -0800,Virginia,Eastern Time (US & Canada)
11915,570298744723415040,positive,0.6639,,,American,,SusieBarre,,0,got another flight. Thanks you,,2015-02-24 11:06:31 -0800,,
11919,570298285350629376,positive,0.7012,,0.0,American,,ThisIsKari,,0,I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,,2015-02-24 11:04:41 -0800,"Dallas, TX",Central Time (US & Canada)
11924,570297070998974464,positive,1.0,,,American,,rakugojon,,0,got back eventually! Was a rollercoaster. Once I got to the airport & got to speak to someone things got fixed very quick.,,2015-02-24 10:59:51 -0800,San Francisco,London
11928,570296572375900160,positive,0.6628,,,American,,TheVirtualJosh,,0,"yes yes yes,so glad to be headed home!",,2015-02-24 10:57:53 -0800,,
11930,570295901555699712,positive,0.6882,,,American,,MeeestarCoke,,0,thanks!!,,2015-02-24 10:55:13 -0800,BK,
11931,570295745921880064,positive,0.6529,,,American,,THE_amandajean,,0,thanks keep me updated just hope I make either of my connections to Killeen Tx,,2015-02-24 10:54:36 -0800,the one and only TEXAS!!!!,Mountain Time (US & Canada)
11938,570291157340704769,positive,1.0,,,American,,mpresdenver,,0,thanks so much!,,2015-02-24 10:36:22 -0800,"Denver, Colorado",Mountain Time (US & Canada)
11939,570290552169734144,positive,0.6752,,0.0,American,,saianel,,0,"AA doesnt charge any fees to change award tickets as long as the origin, destination & award type remains the same",,2015-02-24 10:33:57 -0800,Texas,Mountain Time (US & Canada)
11941,570290334158225408,positive,1.0,,,American,,oobunillaoo,,0,thank you for the confirmation.,,2015-02-24 10:33:05 -0800,usa::fr::uk,London
11952,570284862122233856,positive,1.0,,,American,,pokecrastinator,,0,Aww cool! It's nice to know they are still up above my head then. One of my faves.,,2015-02-24 10:11:21 -0800,United States,Mountain Time (US & Canada)
11961,570282555057909760,positive,1.0,,,American,,alicizzle,,0,"continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",,2015-02-24 10:02:11 -0800,MiniApple(s),
11973,570279653337927680,positive,1.0,,,American,,sundialtours,,0,"\""Airport snow removal method 
Keep up the good work folks, this is where Cessna's become 747's!",,2015-02-24 09:50:39 -0800,"Astoria, OR",Tijuana
11976,570279118438182913,positive,1.0,,,American,,kdtate,,0,"great, thanks!",,2015-02-24 09:48:31 -0800,,
11977,570279036582109184,positive,1.0,,,American,,hooton,,0,awesome. Thanks!,,2015-02-24 09:48:12 -0800,"Little Rock, AR",Central Time (US & Canada)
11992,570275314036649984,positive,0.6749,,0.0,American,,susqhb,,0,None of the  flights into  have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,,2015-02-24 09:33:24 -0800,Dallas via NYC via the OC,Central Time (US & Canada)
11996,570273819287531520,positive,1.0,,,American,,GoldensPleasure,,0,Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:),,2015-02-24 09:27:28 -0800,East Coast     CT.,Central Time (US & Canada)
11997,570273710210469888,positive,1.0,,,American,,Mtts28,,0,These are some awesome photos. Thanks for sharing! 😁,,2015-02-24 09:27:02 -0800,Virginia,Eastern Time (US & Canada)
11998,570272880556011520,positive,1.0,,,American,,ESPartee,,0,"new plane,  easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my","[0.0, 0.0]",2015-02-24 09:23:44 -0800,"alexandria, va",Eastern Time (US & Canada)
12002,570271904508092416,positive,1.0,,,American,,superyan,,0,Just got off the phone  customer service. Only 8 minutes to get my issue resoled. You guys are awesome.,,2015-02-24 09:19:51 -0800,,
12003,570271896887017472,positive,0.3519,,0.0,American,,MeeestarCoke,,0,thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out,,2015-02-24 09:19:50 -0800,BK,
12005,570271479616573440,positive,0.6629999999999999,,,American,,PappasitosTXMEX,,0,Sounds like a date!,,2015-02-24 09:18:10 -0800,,Central Time (US & Canada)
12012,570270039737274369,positive,0.6629,,,American,,marypoppings,,0,"“ We hope you enjoy the  and brought your warm coat and gloves, Maria!” Yup! New beanie",,2015-02-24 09:12:27 -0800,New York/Nicaragua/Miami Beach,Eastern Time (US & Canada)
12016,570268875872473088,positive,0.6907,,0.0,American,,SuperGlueMom,,0,I was happy to purchase the upgrade. If only it was avail on my next flight.,,2015-02-24 09:07:49 -0800,Southern Suburbia,Eastern Time (US & Canada)
12024,570264948548313088,positive,1.0,,,American,positive,Runts54,,0,you 2 together are the best part of flying!,,2015-02-24 08:52:13 -0800,"Euless, Texas",
12033,569600137296633856,positive,0.9236,,0.0,American,positive,douglaskgordon,,0,Thank you.....you do the same!!,,2015-02-22 12:50:30 -0800,"Caribbean, New York and Miami.",Indiana (East)
12036,568551906634797056,positive,0.6242,,0.0,American,positive,byunsamuel,,0,Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!,,2015-02-19 15:25:12 -0800,"Sunnyside, NY",Eastern Time (US & Canada)
